activity_date,gross_revenue_usd,refunds_usd,net_revenue_usd,shipped_revenue_usd,revenue_to_ship_gap_usd,ending_backlog_revenue_usd,orders,units_sold,units_shipped,average_order_value_usd,total_marketing_spend_usd,paid_search_spend_usd,paid_social_spend_usd,retargeting_spend_usd,email_spend_usd,marketing_efficiency_ratio,marketing_attributed_orders,affiliate_revenue_usd,affiliate_commission_usd,affiliate_orders,affiliate_revenue_share,net_revenue_yoy_pct,stockout_rate,event_name
2025-02-20,7886.18,364.97,7521.21,11004.36,-3483.15,14139.83,87,115,159,90.65,1138.40,527.66,376.33,183.60,50.81,6.9274,58,1708.00,209.44,18,0.2166,8.57,0.0180,none
2025-02-21,8304.36,333.20,7971.16,10372.32,-2401.16,11738.67,91,121,148,91.26,1165.33,521.33,404.82,192.70,46.48,7.1262,55,1544.46,192.39,16,0.1860,13.06,0.0180,none
2025-02-22,8712.57,285.27,8427.30,5822.78,2604.52,14343.19,99,128,87,88.01,1171.13,522.42,411.62,187.35,49.74,7.4395,56,1665.01,206.63,17,0.1911,13.64,0.0180,none
2025-02-23,7364.98,280.44,7084.54,4447.70,2636.84,16980.03,82,109,65,89.82,1066.78,474.99,361.81,179.60,50.38,6.9039,57,1561.72,192.76,16,0.2120,-4.88,0.0180,none
2025-02-24,7093.58,302.21,6791.37,11440.05,-4648.68,12331.35,80,107,169,88.67,1143.36,545.68,379.72,170.59,47.37,6.2042,56,1523.81,187.03,16,0.2148,7.13,0.0180,none
2025-02-25,7225.88,290.24,6935.64,11443.16,-4507.52,7823.83,77,99,160,93.84,1125.31,528.20,356.29,193.56,47.26,6.4212,57,1546.04,189.87,16,0.2140,14.04,0.0180,none
2025-02-26,7695.37,292.20,7403.16,11234.30,-3831.14,3992.69,85,112,163,90.53,1144.68,499.89,411.97,181.59,51.23,6.7227,58,1532.86,188.17,16,0.1992,17.12,0.0180,none
2025-02-27,7704.92,351.22,7353.70,11025.33,-3671.63,321.05,86,112,161,89.59,1129.68,503.08,397.09,183.12,46.39,6.8204,55,1649.41,204.50,17,0.2141,17.19,0.0180,none
2025-02-28,8189.94,266.89,7923.06,8244.11,-321.05,0.00,90,119,118,91.00,1067.83,482.64,352.44,182.78,49.97,7.6697,54,1553.18,193.01,16,0.1896,19.27,0.0180,none
2025-03-01,8356.08,265.09,8091.00,5833.87,2257.13,2257.13,92,119,84,90.83,1152.25,513.55,406.94,182.39,49.37,7.2520,57,1521.63,186.63,16,0.1821,18.19,0.0180,none
2025-03-02,7536.40,254.47,7281.93,4456.17,2825.76,5082.89,85,110,66,88.66,1091.91,491.36,365.24,182.98,52.33,6.9020,55,1526.69,187.66,16,0.2026,-1.22,0.0180,none
2025-03-03,7075.40,310.59,6764.81,11461.82,-4697.01,385.88,80,107,170,88.44,1122.10,505.61,389.88,174.79,51.82,6.3055,55,1559.61,191.19,16,0.2204,1.72,0.0180,none
2025-03-04,7136.77,275.76,6861.01,7246.88,-385.87,0.00,79,102,105,90.34,1116.03,493.50,388.72,188.53,45.28,6.3948,54,1644.87,203.85,17,0.2305,18.44,0.0180,none
2025-03-05,7245.04,302.48,6942.55,6942.55,0.00,0.00,80,106,100,90.56,1074.74,469.44,374.80,181.30,49.20,6.7412,54,1412.24,173.67,15,0.1949,13.37,0.0180,none
2025-03-06,7720.02,327.30,7392.72,7392.72,0.00,0.00,82,105,103,94.15,1060.17,462.06,376.20,176.36,45.55,7.2819,51,1505.83,184.93,16,0.1951,14.07,0.0180,none
2025-03-07,7875.05,301.61,7573.45,7573.45,0.00,0.00,84,110,106,93.75,1044.49,487.70,346.29,163.72,46.78,7.5396,51,1434.33,180.11,15,0.1821,16.00,0.0180,none
2025-03-08,8298.75,279.12,8019.63,5844.96,2174.67,2174.67,91,120,84,91.20,1131.92,528.14,384.73,169.36,49.69,7.3316,56,1553.88,191.14,16,0.1872,15.29,0.0180,none
2025-03-09,7237.84,275.19,6962.65,4464.63,2498.02,4672.69,79,103,64,91.62,1094.09,481.09,373.38,189.85,49.77,6.6154,56,1421.36,174.73,15,0.1964,-4.94,0.0180,none
2025-03-10,6693.95,293.16,6400.78,11073.47,-4672.69,0.00,73,98,158,91.70,1027.28,454.32,359.74,168.66,44.56,6.5162,51,1518.36,188.67,16,0.2268,2.89,0.0180,none
2025-03-11,7075.75,279.15,6796.60,6796.60,0.00,0.00,78,102,98,90.71,1041.80,465.90,348.04,178.78,49.08,6.7919,55,1640.35,203.05,17,0.2318,17.70,0.0180,none
2025-03-12,7304.73,300.84,7003.89,7003.89,0.00,0.00,79,105,99,92.46,1034.56,471.57,345.50,166.85,50.64,7.0607,53,1560.55,191.32,16,0.2136,11.85,0.0180,none
2025-03-13,7319.86,326.15,6993.71,6993.71,0.00,0.00,79,101,99,92.66,1049.81,468.83,373.44,162.02,45.52,6.9726,51,1418.59,174.51,15,0.1938,13.38,0.0180,none
2025-03-14,8897.57,279.09,8618.48,8618.48,0.00,0.00,101,130,128,88.09,1194.20,546.53,407.71,190.16,49.80,7.4507,67,1702.47,209.29,18,0.1913,14.01,0.0360,monthly_promotion
2025-03-15,9220.45,273.34,8947.10,5856.05,3091.05,3091.06,100,132,83,92.20,1203.17,563.77,395.30,189.98,54.12,7.6635,66,1692.13,210.96,18,0.1835,14.45,0.0360,monthly_promotion
2025-03-16,8141.55,252.14,7889.41,4473.10,3416.31,6507.37,90,119,65,90.46,1217.72,519.93,441.03,203.59,53.17,6.6859,67,1744.34,214.22,18,0.2143,-1.13,0.0360,monthly_promotion
2025-03-17,6517.70,294.57,6223.13,11505.37,-5282.24,1225.13,69,92,160,94.46,1044.29,460.63,361.60,176.11,45.95,6.2413,53,1528.11,187.45,16,0.2345,-0.53,0.0180,none
2025-03-18,7070.97,295.68,6775.29,8000.42,-1225.13,0.00,80,106,118,88.39,1103.73,509.32,371.41,176.64,46.36,6.4064,54,1434.03,178.75,15,0.2028,16.89,0.0180,none
2025-03-19,7232.99,333.60,6899.39,6899.39,0.00,0.00,79,105,99,91.56,1049.34,446.44,378.65,174.43,49.82,6.8929,54,1417.15,174.91,15,0.1959,15.27,0.0180,none
2025-03-20,7327.08,367.27,6959.82,6959.82,0.00,0.00,82,108,102,89.35,1037.68,443.08,385.73,164.53,44.34,7.0610,51,1447.16,180.17,15,0.1975,15.15,0.0180,none
2025-03-21,7707.59,290.91,7416.68,7416.68,0.00,0.00,86,114,108,89.62,1059.49,454.33,374.19,182.58,48.39,7.2748,55,1283.33,158.57,13,0.1665,16.19,0.0180,none
2025-03-22,7708.94,247.33,7461.61,5867.14,1594.47,1594.48,86,114,86,89.64,1071.59,487.98,382.46,157.57,43.58,7.1939,52,1257.07,155.10,13,0.1631,9.12,0.0180,none
2025-03-23,6983.94,270.57,6713.37,4481.57,2231.80,3826.28,75,99,63,93.12,1056.49,478.08,367.75,164.54,46.12,6.6105,53,1361.71,166.54,14,0.1950,0.02,0.0180,none
2025-03-24,6559.39,293.87,6265.52,10091.80,-3826.28,0.00,70,93,141,93.71,1054.83,480.48,350.73,180.28,43.34,6.2184,54,1349.93,168.61,14,0.2058,8.22,0.0180,none
2025-03-25,6909.71,274.87,6634.84,6634.84,0.00,0.00,74,98,93,93.37,1030.25,463.84,343.79,174.94,47.68,6.7068,51,1598.65,197.84,17,0.2314,17.18,0.0180,none
2025-03-26,7065.66,274.93,6790.73,6790.73,0.00,0.00,78,104,98,90.59,1010.56,443.32,360.63,159.53,47.08,6.9918,50,1526.36,187.53,16,0.2160,17.05,0.0180,none
2025-03-27,7147.12,283.36,6863.76,6863.76,0.00,0.00,79,102,99,90.47,994.69,431.92,344.35,172.16,46.26,7.1853,51,1407.20,173.28,15,0.1969,13.91,0.0180,none
2025-03-28,7609.42,273.10,7336.32,7336.32,0.00,0.00,86,115,109,88.48,1037.58,462.74,351.12,176.88,46.84,7.3338,53,1232.67,152.12,13,0.1620,13.29,0.0180,none
2025-03-29,7654.70,250.29,7404.42,5878.22,1526.20,1526.19,84,112,85,91.13,1035.34,470.15,354.34,163.63,47.22,7.3934,53,1430.74,176.29,15,0.1869,9.98,0.0180,none
2025-03-30,6856.07,276.83,6579.24,4490.04,2089.20,3615.39,75,97,64,91.41,972.12,449.36,322.15,155.56,45.05,7.0527,50,1402.01,172.34,15,0.2045,-3.53,0.0180,none
2025-03-31,6344.05,266.62,6077.44,9692.83,-3615.39,0.00,71,94,142,89.35,1040.42,461.15,372.55,159.36,47.36,6.0976,52,1485.44,181.10,15,0.2341,3.21,0.0180,none
2025-04-01,6885.48,290.09,6595.39,6595.39,0.00,0.00,74,98,93,93.05,1001.13,458.54,334.77,163.68,44.14,6.8777,51,1596.25,200.26,16,0.2318,23.62,0.0180,none
2025-04-02,6784.24,283.74,6500.51,6500.51,0.00,0.00,74,98,93,91.68,1032.48,455.10,359.35,175.01,43.02,6.5708,50,1435.54,178.49,15,0.2116,10.79,0.0180,none
2025-04-03,7205.13,303.47,6901.66,6901.66,0.00,0.00,80,104,100,90.06,1005.04,443.66,345.15,169.31,46.92,7.1690,50,1449.27,178.36,15,0.2011,14.02,0.0180,none
2025-04-04,7274.93,280.26,6994.68,6994.68,0.00,0.00,82,109,103,88.72,998.11,458.24,332.65,164.87,42.35,7.2887,49,1276.71,157.69,13,0.1755,14.87,0.0180,none
2025-04-05,7870.20,260.13,7610.08,5889.31,1720.77,1720.76,89,116,87,88.43,1041.84,462.40,360.64,174.19,44.61,7.5541,52,1538.90,191.25,16,0.1955,18.62,0.0180,none
2025-04-06,6758.60,260.99,6497.61,4498.50,1999.11,3719.87,74,96,65,91.33,1001.53,483.87,316.67,157.30,43.69,6.7483,49,1254.71,154.59,13,0.1856,-0.92,0.0180,none
2025-04-07,6410.73,245.90,6164.83,9884.70,-3719.87,0.00,73,95,146,87.82,1009.88,471.11,320.08,176.01,42.68,6.3480,50,1452.79,183.21,15,0.2266,4.07,0.0180,none
2025-04-08,6376.56,294.35,6082.21,6082.21,0.00,0.00,68,90,85,93.77,1011.93,449.97,364.03,154.47,43.46,6.3014,51,1331.36,162.19,14,0.2088,10.66,0.0180,none
2025-04-09,6776.34,263.89,6512.45,6512.45,0.00,0.00,73,95,92,92.83,1004.39,442.39,351.40,167.95,42.65,6.7467,51,1352.86,169.23,14,0.1996,13.90,0.0180,none
2025-04-10,6907.43,299.88,6607.55,6607.55,0.00,0.00,74,99,92,93.34,997.60,454.68,329.80,170.70,42.42,6.9240,50,1354.16,168.53,14,0.1960,14.46,0.0180,none
2025-04-11,7115.06,261.01,6854.05,6854.05,0.00,0.00,76,100,95,93.62,953.73,430.80,312.46,163.30,47.17,7.4602,49,1356.97,165.35,14,0.1907,15.44,0.0180,none
2025-04-12,7195.24,256.27,6938.97,5900.40,1038.57,1038.57,81,107,87,88.83,949.64,422.18,318.03,163.54,45.89,7.5768,50,1327.24,164.98,14,0.1845,9.88,0.0180,none
2025-04-13,6822.67,233.93,6588.74,4506.97,2081.77,3120.34,74,95,64,92.20,1002.99,461.56,342.55,155.34,43.54,6.8023,47,1455.00,180.81,15,0.2133,2.14,0.0180,none
2025-04-14,6836.62,269.94,6566.68,9687.02,-3120.34,0.00,77,102,143,88.79,1076.56,481.75,367.92,182.69,44.20,6.3504,57,1527.93,187.97,16,0.2235,0.80,0.0360,monthly_promotion
2025-04-15,7222.96,283.39,6939.57,6939.57,0.00,0.00,78,100,99,92.60,1144.23,541.47,380.62,173.68,48.46,6.3125,61,1612.77,200.10,17,0.2233,12.70,0.0360,monthly_promotion
2025-04-16,7405.54,268.26,7137.28,7137.28,0.00,0.00,82,106,103,90.31,1117.21,476.54,402.74,193.91,44.02,6.6286,58,1637.70,203.04,17,0.2211,12.02,0.0360,monthly_promotion
2025-04-17,6916.48,284.73,6631.75,6631.75,0.00,0.00,79,102,99,87.55,980.08,456.53,313.18,170.51,39.86,7.0571,48,1400.89,172.16,15,0.2025,13.75,0.0180,none
2025-04-18,7413.08,271.84,7141.24,7141.24,0.00,0.00,83,107,105,89.31,972.17,442.87,333.59,150.99,44.72,7.6253,49,1428.55,176.13,15,0.1927,19.98,0.0180,none
2025-04-19,7347.81,247.63,7100.18,5911.49,1188.69,1188.70,80,103,84,91.85,989.14,436.32,357.41,152.87,42.54,7.4285,49,1414.35,172.19,15,0.1925,10.33,0.0180,none
2025-04-20,6330.43,290.41,6040.03,4515.44,1524.59,2713.29,69,90,65,91.75,933.96,406.43,331.06,154.84,41.63,6.7781,47,1344.02,167.80,14,0.2123,-5.37,0.0180,none
2025-04-21,6216.93,259.27,5957.66,8670.95,-2713.29,0.00,71,95,129,87.56,972.11,427.72,349.42,149.01,45.96,6.3953,49,1346.99,164.41,14,0.2167,6.51,0.0180,none
2025-04-22,6501.00,257.12,6243.88,6243.88,0.00,0.00,71,92,89,91.56,984.57,451.91,322.41,168.31,41.94,6.6029,49,1362.28,169.81,14,0.2095,23.10,0.0180,none
2025-04-23,6454.16,294.10,6160.06,6160.06,0.00,0.00,72,94,90,89.64,950.45,431.36,330.87,148.58,39.64,6.7906,46,1265.85,156.63,13,0.1961,10.77,0.0180,none
2025-04-24,6710.93,299.05,6411.88,6411.88,0.00,0.00,72,93,90,93.21,949.11,405.28,341.00,161.58,41.25,7.0708,47,1472.93,183.79,15,0.2195,11.80,0.0180,none
2025-04-25,6955.04,256.47,6698.58,6698.58,0.00,0.00,77,101,97,90.33,942.81,415.82,340.98,146.44,39.57,7.3769,45,1348.78,168.33,14,0.1939,17.53,0.0180,none
2025-04-26,7371.35,247.16,7124.19,5922.58,1201.61,1201.62,79,102,83,93.31,958.45,438.17,330.66,146.40,43.22,7.6909,48,1259.53,156.29,13,0.1709,11.88,0.0180,none
2025-04-27,6499.48,229.21,6270.26,4523.90,1746.36,2947.97,74,95,67,87.83,988.01,444.21,335.09,168.71,40.00,6.5784,49,1461.47,179.99,15,0.2249,-3.69,0.0180,none
2025-04-28,5930.25,254.38,5675.87,8623.84,-2947.97,0.00,65,84,124,91.23,921.57,420.34,312.35,149.56,39.32,6.4349,46,1346.71,164.31,14,0.2271,-3.24,0.0180,none
2025-04-29,6316.76,239.87,6076.89,6076.89,0.00,0.00,70,92,88,90.24,995.52,440.13,347.55,168.52,39.32,6.3452,47,1470.35,182.96,15,0.2328,19.52,0.0180,none
2025-04-30,6718.16,268.95,6449.21,6449.21,0.00,0.00,74,97,93,90.79,966.64,421.14,342.31,162.77,40.42,6.9500,48,1344.00,166.96,14,0.2001,18.51,0.0180,none
2025-05-01,6576.04,296.45,6279.59,6279.59,0.00,0.00,71,95,89,92.62,904.94,398.86,319.14,146.08,40.86,7.2668,46,1269.94,156.75,13,0.1931,9.95,0.0180,none
2025-05-02,7067.07,252.22,6814.86,6814.86,0.00,0.00,76,97,96,92.99,965.75,411.54,350.20,165.02,38.99,7.3177,49,1442.95,178.24,15,0.2042,16.65,0.0180,none
2025-05-03,7474.78,218.61,7256.17,5933.66,1322.51,1322.51,83,111,86,90.06,935.77,409.65,325.82,159.33,40.97,7.9878,45,1436.53,176.57,15,0.1922,22.76,0.0180,none
2025-05-04,6366.60,230.12,6136.48,4532.37,1604.11,2926.62,71,92,66,89.67,952.91,434.19,322.54,154.17,42.01,6.6812,46,1347.58,168.47,14,0.2117,-0.95,0.0180,none
2025-05-05,5868.65,273.44,5595.21,8521.83,-2926.62,0.00,63,84,120,93.15,996.10,444.79,348.15,164.41,38.75,5.8916,49,1270.41,157.03,13,0.2165,-0.26,0.0180,none
2025-05-06,6311.71,256.57,6055.14,6055.14,0.00,0.00,67,89,84,94.20,962.35,436.03,316.09,165.66,44.57,6.5586,50,1334.82,162.81,14,0.2115,19.96,0.0180,none
2025-05-07,6583.03,265.51,6317.52,6317.52,0.00,0.00,71,93,89,92.72,973.86,434.77,343.29,152.74,43.06,6.7597,49,1349.46,168.41,14,0.2050,14.87,0.0180,none
2025-05-08,6631.30,270.16,6361.14,6361.14,0.00,0.00,71,91,90,93.40,939.66,417.51,323.60,156.05,42.50,7.0571,45,1364.31,170.19,14,0.2057,16.18,0.0180,none
2025-05-09,7222.43,248.73,6973.70,6973.70,0.00,0.00,79,103,99,91.42,996.51,459.13,345.81,148.00,43.57,7.2477,48,1341.61,165.14,14,0.1858,22.91,0.0180,none
2025-05-10,7116.59,224.95,6891.63,5944.75,946.88,946.88,77,100,84,92.42,916.40,411.56,313.65,146.70,44.49,7.7658,48,1251.58,154.10,13,0.1759,13.46,0.0180,none
2025-05-11,6339.35,246.20,6093.15,4540.84,1552.31,2499.19,70,91,65,90.56,932.93,404.78,328.88,159.48,39.79,6.7951,47,1246.79,154.73,13,0.1967,-0.70,0.0180,none
2025-05-12,5624.89,241.72,5383.17,7882.36,-2499.19,0.00,60,78,111,93.75,899.55,412.26,298.08,148.34,40.87,6.2530,44,1220.27,150.82,13,0.2169,0.04,0.0180,none
2025-05-13,6231.30,257.05,5974.25,5974.25,0.00,0.00,71,94,89,87.76,922.22,420.94,313.34,147.37,40.57,6.7568,45,1382.25,172.57,14,0.2218,17.46,0.0180,none
2025-05-14,7211.53,255.89,6955.63,6955.63,0.00,0.00,78,100,98,92.46,1112.19,495.79,382.87,185.53,48.00,6.4841,62,1365.95,166.95,14,0.1894,13.26,0.0360,monthly_promotion
2025-05-15,7358.21,280.53,7077.68,7077.68,0.00,0.00,79,105,100,93.14,1096.34,480.35,392.71,176.43,46.85,6.7116,59,1529.62,188.22,16,0.2079,14.49,0.0360,monthly_promotion
2025-05-16,7808.93,245.13,7563.80,7563.80,0.00,0.00,88,113,111,88.74,1071.69,499.86,355.24,173.24,43.35,7.2866,57,1311.75,163.66,14,0.1680,19.40,0.0360,monthly_promotion
2025-05-17,6957.64,222.22,6735.42,5955.84,779.58,779.58,76,98,85,91.55,944.47,444.62,307.37,148.04,44.44,7.3667,48,1244.09,153.89,13,0.1788,9.81,0.0180,none
2025-05-18,6295.46,236.06,6059.40,4549.31,1510.09,2289.67,70,90,66,89.94,982.26,458.09,321.42,162.14,40.61,6.4092,49,1254.27,154.51,13,0.1992,-5.44,0.0180,none
2025-05-19,6035.03,274.44,5760.58,8050.25,-2289.67,0.00,68,87,120,88.75,960.58,432.76,332.12,152.59,43.11,6.2827,48,1450.92,178.64,15,0.2404,1.26,0.0180,none
2025-05-20,6104.95,294.30,5810.66,5810.66,0.00,0.00,65,87,81,93.92,973.07,445.48,328.99,154.66,43.94,6.2739,50,1245.02,153.29,13,0.2039,14.44,0.0180,none
2025-05-21,6330.55,295.27,6035.28,6035.28,0.00,0.00,68,91,85,93.10,974.64,443.83,340.12,146.34,44.35,6.4953,48,1239.90,153.30,13,0.1959,18.07,0.0180,none
2025-05-22,6484.58,266.67,6217.91,6217.91,0.00,0.00,71,95,89,91.33,962.42,436.63,329.26,155.25,41.28,6.7378,48,1321.23,161.48,14,0.2037,14.35,0.0180,none
2025-05-23,6872.98,237.34,6635.64,6635.64,0.00,0.00,73,98,93,94.15,968.21,444.84,325.70,157.93,39.74,7.0986,48,1398.39,172.19,15,0.2035,14.55,0.0180,none
2025-05-24,7095.79,219.27,6876.52,5966.93,909.59,909.59,78,104,86,90.97,918.71,417.76,309.43,148.13,43.39,7.7236,48,1354.14,169.23,14,0.1908,12.70,0.0180,none
2025-05-25,6321.61,246.59,6075.02,4557.77,1517.25,2426.83,71,95,67,89.04,932.56,394.29,343.26,151.42,43.59,6.7788,46,1229.25,151.47,13,0.1945,-3.38,0.0180,none
2025-05-26,5976.92,249.11,5727.81,8154.64,-2426.83,0.00,64,84,114,93.39,918.37,428.22,304.63,143.21,42.31,6.5082,46,1355.10,165.37,14,0.2267,1.11,0.0180,none
2025-05-27,6005.74,249.43,5756.31,5756.31,0.00,0.00,68,88,85,88.32,935.10,400.82,342.62,152.93,38.73,6.4226,45,1251.44,154.59,13,0.2084,12.47,0.0180,none
2025-05-28,6384.04,274.11,6109.94,6109.94,0.00,0.00,71,95,88,89.92,954.96,428.58,338.56,148.21,39.61,6.6851,45,1319.07,164.72,14,0.2066,15.23,0.0180,none
2025-05-29,6722.25,267.99,6454.26,6454.26,0.00,0.00,76,101,95,88.45,962.59,449.12,324.29,144.55,44.63,6.9835,48,1279.34,158.33,13,0.1903,14.46,0.0180,none
2025-05-30,6920.83,221.94,6698.89,6698.89,0.00,0.00,77,100,97,89.88,978.56,427.67,342.10,165.25,43.54,7.0725,49,1413.67,173.96,15,0.2043,17.97,0.0180,none
2025-05-31,7195.98,237.03,6958.96,5978.02,980.94,980.94,79,102,86,91.09,978.03,453.54,333.59,149.01,41.89,7.3576,47,1424.64,174.91,15,0.1980,17.62,0.0180,none
2025-06-01,6385.80,241.43,6144.36,4566.24,1578.12,2559.06,71,94,67,89.94,957.94,416.69,346.67,154.09,40.49,6.6662,46,1380.06,172.32,14,0.2161,-6.60,0.0180,none
2025-06-02,5819.43,250.11,5569.32,8128.39,-2559.07,0.00,65,86,120,89.53,948.18,446.59,308.34,154.75,38.50,6.1375,45,1313.57,160.12,14,0.2257,-0.58,0.0180,none
2025-06-03,6142.93,255.12,5887.81,5887.81,0.00,0.00,69,92,86,89.03,934.93,413.09,319.34,164.11,38.39,6.5705,47,1372.62,171.29,14,0.2234,14.47,0.0180,none
2025-06-04,6418.81,276.62,6142.19,6142.19,0.00,0.00,73,98,91,87.93,978.03,457.64,332.52,146.49,41.38,6.5630,47,1232.74,152.20,13,0.1921,12.13,0.0180,none
2025-06-05,6654.75,284.67,6370.08,6370.08,0.00,0.00,73,94,91,91.16,994.12,460.93,336.99,157.07,39.13,6.6941,47,1320.82,160.97,14,0.1985,11.96,0.0180,none
2025-06-06,6793.04,259.92,6533.12,6533.12,0.00,0.00,73,96,92,93.06,938.58,422.64,311.94,162.96,41.04,7.2376,47,1257.86,154.77,13,0.1852,12.42,0.0180,none
2025-06-07,7037.21,238.46,6798.75,5989.10,809.65,809.64,80,106,89,87.97,900.57,412.85,298.58,150.28,38.86,7.8142,46,1309.17,159.84,14,0.1860,11.39,0.0180,none
2025-06-08,6593.48,236.00,6357.48,4574.71,1782.77,2592.41,73,97,66,90.32,977.38,435.26,337.86,161.41,42.85,6.7461,47,1338.31,163.53,14,0.2030,-2.73,0.0180,none
2025-06-09,6084.73,251.25,5833.48,8425.90,-2592.42,0.00,66,84,119,92.19,917.42,408.39,314.41,149.94,44.68,6.6324,48,1410.59,175.50,15,0.2318,5.22,0.0180,none
2025-06-10,6169.01,263.77,5905.24,5905.24,0.00,0.00,66,88,82,93.47,960.56,452.59,316.77,152.30,38.90,6.4223,46,1379.83,168.37,14,0.2237,11.06,0.0180,none
2025-06-11,6577.61,255.78,6321.83,6321.83,0.00,0.00,74,96,93,88.89,933.14,407.42,331.45,153.88,40.39,7.0489,45,1337.15,167.05,14,0.2033,18.39,0.0180,none
2025-06-12,6618.24,247.76,6370.48,6370.48,0.00,0.00,72,93,91,91.92,930.46,432.97,306.95,150.11,40.43,7.1129,46,1452.57,176.95,15,0.2195,13.31,0.0180,none
2025-06-13,6903.28,251.22,6652.06,6652.06,0.00,0.00,74,99,93,93.29,969.85,447.10,330.45,147.25,45.05,7.1179,49,1245.87,153.67,13,0.1805,15.57,0.0180,none
2025-06-14,8155.15,235.10,7920.05,6000.19,1919.86,1919.86,87,112,84,93.74,1112.19,522.92,356.75,189.31,43.21,7.3325,60,1672.04,207.43,17,0.2050,12.82,0.0360,monthly_promotion
2025-06-15,7424.32,243.23,7181.09,4583.17,2597.92,4517.78,84,112,68,88.38,1087.31,457.08,398.68,187.40,44.15,6.8282,60,1659.61,206.05,17,0.2235,4.48,0.0360,monthly_promotion
2025-06-16,6559.54,230.47,6329.08,10846.85,-4517.77,0.00,71,93,154,92.39,1054.12,456.68,376.58,174.79,46.07,6.2228,59,1406.76,173.30,15,0.2145,0.14,0.0360,monthly_promotion
2025-06-17,6101.65,254.44,5847.21,5847.21,0.00,0.00,68,87,86,89.73,987.13,454.02,325.42,168.31,39.38,6.1812,48,1246.26,153.52,13,0.2042,10.02,0.0180,none
2025-06-18,6662.27,283.06,6379.22,6379.22,0.00,0.00,71,94,90,93.83,942.94,416.04,335.17,148.76,42.97,7.0654,47,1388.28,171.66,14,0.2084,16.37,0.0180,none
2025-06-19,6567.15,285.27,6281.88,6281.88,0.00,0.00,74,95,93,88.75,972.14,424.73,354.22,149.77,43.42,6.7554,47,1350.09,168.16,14,0.2056,7.30,0.0180,none
2025-06-20,7221.57,299.21,6922.35,6922.35,0.00,0.00,78,101,98,92.58,945.57,420.66,319.53,161.26,44.12,7.6373,49,1333.13,165.86,14,0.1846,20.31,0.0180,none
2025-06-21,7541.43,268.50,7272.93,6011.28,1261.65,1261.65,81,107,84,93.10,1007.49,463.98,354.51,149.28,39.72,7.4854,49,1344.54,164.03,14,0.1783,15.81,0.0180,none
2025-06-22,6413.80,228.07,6185.73,4591.64,1594.09,2855.73,68,90,64,94.32,956.43,414.52,339.56,159.76,42.59,6.7060,47,1255.72,155.16,13,0.1958,-2.57,0.0180,none
2025-06-23,5988.26,245.33,5742.93,8598.66,-2855.73,0.00,65,83,122,92.13,966.49,455.77,306.52,161.49,42.71,6.1959,49,1263.53,156.32,13,0.2110,1.13,0.0180,none
2025-06-24,6177.21,233.85,5943.36,5943.36,0.00,0.00,66,86,84,93.59,968.09,437.16,341.08,149.91,39.94,6.3808,47,1260.09,155.96,13,0.2040,16.08,0.0180,none
2025-06-25,6447.23,291.62,6155.61,6155.61,0.00,0.00,71,95,88,90.81,956.02,418.59,325.97,170.82,40.64,6.7438,47,1348.48,164.41,14,0.2092,13.56,0.0180,none
2025-06-26,6603.75,285.39,6318.36,6318.36,0.00,0.00,73,97,91,90.46,963.55,421.51,332.54,168.32,41.18,6.8536,49,1240.93,153.70,13,0.1879,9.47,0.0180,none
2025-06-27,7250.23,233.27,7016.96,7016.96,0.00,0.00,77,101,98,94.16,971.96,457.12,308.45,166.13,40.26,7.4594,47,1460.66,179.58,15,0.2015,17.36,0.0180,none
2025-06-28,7335.09,217.43,7117.67,6022.37,1095.30,1095.30,80,107,86,91.69,956.46,424.31,319.08,167.02,46.05,7.6690,51,1370.23,170.71,14,0.1868,13.91,0.0180,none
2025-06-29,6812.07,245.60,6566.47,4600.11,1966.36,3061.65,76,99,67,89.63,988.29,452.36,323.65,166.32,45.96,6.8928,50,1432.67,175.87,15,0.2103,0.46,0.0180,none
2025-06-30,6007.84,241.14,5766.70,8828.36,-3061.66,0.00,68,90,132,88.35,993.43,450.29,346.89,156.22,40.03,6.0476,48,1221.19,150.95,13,0.2033,-0.66,0.0180,none
2025-07-01,7800.20,238.40,7561.80,7561.80,0.00,0.00,88,117,112,88.64,1206.78,576.75,391.70,193.12,45.21,6.4636,66,1685.23,207.26,18,0.2160,11.61,0.0180,summer_event
2025-07-02,8191.20,258.03,7933.17,7933.17,0.00,0.00,92,121,116,89.03,1191.48,540.67,407.02,191.22,52.57,6.8748,70,1734.04,216.65,18,0.2117,18.86,0.0180,summer_event
2025-07-03,8204.73,266.69,7938.05,7938.05,0.00,0.00,88,117,112,93.24,1231.70,562.48,423.05,199.05,47.12,6.6613,70,1539.22,188.65,16,0.1876,16.23,0.0180,summer_event
2025-07-04,8510.78,256.96,8253.82,8253.82,0.00,0.00,94,121,119,90.54,1190.33,549.94,401.94,188.93,49.52,7.1499,70,1715.71,210.87,18,0.2016,11.60,0.0180,summer_event
2025-07-05,8931.72,236.84,8694.88,6033.46,2661.42,2661.42,99,131,88,90.22,1234.14,523.91,447.57,210.43,52.23,7.2372,73,1660.79,206.14,17,0.1859,12.69,0.0180,summer_event
2025-07-06,6891.59,296.93,6594.66,4608.58,1986.08,4647.50,75,97,66,91.89,972.97,454.08,318.69,157.39,42.81,7.0830,48,1556.63,191.61,16,0.2259,-0.54,0.0180,none
